date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:13:14	73430/73430	---M-Z	200	added ('OK')	text/html	etag:%2211ed6-61c516e1d843c-gzip%22	https://html.vecurosoft.com/consik/demo/index.html	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/index.html	(from )
22:13:15	196/196	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Nov%202025%2004:13:06%20GMT	https://html.vecurosoft.com/robots.txt		(from )
22:13:15	2107/2107	---M--	200	added ('OK')	image/png	etag:%2283b-61c516ec1c2e0%22	https://html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-57x57.png	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-57x57.png	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:15	2455/2455	---M--	200	added ('OK')	image/png	etag:%22997-61c516ec1f1c0%22	https://html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-60x60.png	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-60x60.png	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:15	2779/2779	---M--	200	added ('OK')	image/png	etag:%22adb-61c516ec2bce0%22	https://html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-72x72.png	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-72x72.png	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:16	1831/1831	---M--	200	added ('OK')	image/png	etag:%22727-61c516ec30b00%22	https://html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-76x76.png	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-76x76.png	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:16	3533/3533	---M--	200	added ('OK')	image/png	etag:%22dcd-61c516ebee481%22	https://html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-114x114.png	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-114x114.png	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:16	3958/3958	---M--	200	added ('OK')	image/png	etag:%22f76-61c516ebfde81%22	https://html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-120x120.png	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-120x120.png	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:16	5885/5885	---M--	200	added ('OK')	image/png	etag:%2216fd-61c516ebfee21%22	https://html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-144x144.png	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-144x144.png	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:17	6576/6576	---M--	200	added ('OK')	image/png	etag:%2219b0-61c516ec0d881%22	https://html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-152x152.png	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-152x152.png	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:17	6788/6788	---M--	200	added ('OK')	image/png	etag:%221a84-61c516ec0f7c1%22	https://html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-180x180.png	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/img/favicons/apple-icon-180x180.png	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:17	8845/8845	---M--	200	added ('OK')	image/png	etag:%22228d-61c516ebef421%22	https://html.vecurosoft.com/consik/demo/assets/img/favicons/android-icon-192x192.png	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/img/favicons/android-icon-192x192.png	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:17	1089/1089	---M--	200	added ('OK')	image/png	etag:%22441-61c516ec4c07f%22	https://html.vecurosoft.com/consik/demo/assets/img/favicons/favicon-32x32.png	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/img/favicons/favicon-32x32.png	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:17	2729/2729	---M--	200	added ('OK')	image/png	etag:%22aa9-61c516ec52ddf%22	https://html.vecurosoft.com/consik/demo/assets/img/favicons/favicon-96x96.png	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/img/favicons/favicon-96x96.png	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:18	577/577	---M--	200	added ('OK')	image/png	etag:%22241-61c516ec3c680%22	https://html.vecurosoft.com/consik/demo/assets/img/favicons/favicon-16x16.png	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/img/favicons/favicon-16x16.png	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:18	720/720	---M--	200	added ('OK')	application/json	etag:%222d0-61c516ec6377f%22	https://html.vecurosoft.com/consik/demo/assets/img/favicons/manifest.json	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/img/favicons/manifest.json	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:18	5200/5200	---M--	200	added ('OK')	image/png	etag:%221450-61c516ec6c41f%22	https://html.vecurosoft.com/consik/demo/assets/img/favicons/ms-icon-144x144.png	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/img/favicons/ms-icon-144x144.png	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:19	151003/151003	---M-Z	200	added ('OK')	text/css	etag:%2224ddb-61c516e294bd8-gzip%22	https://html.vecurosoft.com/consik/demo/assets/css/bootstrap.min.css	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/css/bootstrap.min.css	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:19	5278/5278	---M-Z	200	added ('OK')	text/css	etag:%22149e-61c516e2a6517-gzip%22	https://html.vecurosoft.com/consik/demo/assets/css/magnific-popup.min.css	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/css/magnific-popup.min.css	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:19	172976/172976	---M-Z	200	added ('OK')	text/css	etag:%222a3b0-61c516e296b18-gzip%22	https://html.vecurosoft.com/consik/demo/assets/css/fontawesome.min.css	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/css/fontawesome.min.css	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:19	1180/1180	---M-Z	200	added ('OK')	text/css	etag:%2249c-61c516e2b4f77-gzip%22	https://html.vecurosoft.com/consik/demo/assets/css/slick.min.css	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/css/slick.min.css	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:19	16264/16264	---M-Z	200	added ('OK')	text/css	etag:%223f88-61c516e2ab337-gzip%22	https://html.vecurosoft.com/consik/demo/assets/css/select2.min.css	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/css/select2.min.css	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:20	2820/2820	---M--	200	added ('OK')	image/png	etag:%22b04-61c516e51a3e9%22	https://html.vecurosoft.com/consik/demo/assets/img/logo-black.png	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/img/logo-black.png	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:20	359971/359971	---M-Z	200	added ('OK')	text/css	etag:%2257e23-61c516e2d4376-gzip%22	https://html.vecurosoft.com/consik/demo/assets/css/style.css	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/assets/css/style.css	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:20	74231/74231	---M-Z	200	added ('OK')	text/html	etag:%22121f7-61c516e1b327d-gzip%22	https://html.vecurosoft.com/consik/demo/index-2.html	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/index-2.html	(from https://html.vecurosoft.com/consik/demo/index.html)
22:13:20	75567/75567	---M-Z	200	added ('OK')	text/html	etag:%221272f-61c516e1c1cdd-gzip%22	https://html.vecurosoft.com/consik/demo/index-3.html	C:/Users/Administrator/Desktop/Conprev4/html.vecurosoft.com/consik/demo/index-3.html	(from https://html.vecurosoft.com/consik/demo/index.html)
